season,division,datetime,datetimeUTC,matchday,homeID,homeName,homeIcon,guestID,guestName,guestIcon,homeScore,guestScore,locID,locCity,locStadium
2006,bl1,2006-08-11 20:45:00,2006-08-11 18:45:00+00:00,1,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,2,0,,,
2006,bl1,2006-08-12 15:30:00,2006-08-12 13:30:00+00:00,1,100,Hamburger SV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,83,Arminia Bielefeld,https://upload.wikimedia.org/wikipedia/de/thumb/e/e5/Logo_Arminia_Bielefeld.svg/2000px-Logo_Arminia_Bielefeld.svg.png,1,1,,,
2006,bl1,2006-08-12 15:30:00,2006-08-12 13:30:00+00:00,1,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,23,Alemannia Aachen,https://upload.wikimedia.org/wikipedia/en/7/77/Alemannia_Aachen_logo.svg,3,0,,,
2006,bl1,2006-08-12 15:30:00,2006-08-12 13:30:00+00:00,1,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,79,1. FC Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,0,3,,,
2006,bl1,2006-08-12 15:30:00,2006-08-12 13:30:00+00:00,1,9,FC Schalke 04,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,1,1,,,
2006,bl1,2006-08-12 15:30:00,2006-08-12 13:30:00+00:00,1,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,93,Energie Cottbus,https://upload.wikimedia.org/wikipedia/commons/5/55/Logo_Energie_Cottbus.svg,2,0,,,
2006,bl1,2006-08-12 15:30:00,2006-08-12 13:30:00+00:00,1,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,129,VfL Bochum,https://i.imgur.com/5jy3Gfr.png,2,1,,,
2006,bl1,2006-08-13 17:00:00,2006-08-13 15:00:00+00:00,1,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,0,0,,,
2006,bl1,2006-08-13 17:00:00,2006-08-13 15:00:00+00:00,1,55,Hannover 96,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,134,Werder Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,2,4,,,
2006,bl1,2006-08-18 20:30:00,2006-08-18 18:30:00+00:00,2,79,1. FC Nürnberg,https://upload.wikimedia.org/wikipedia/commons/f/fa/1._FC_Nürnberg_logo.svg,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,1,0,,,
